"","DVTR_Name","DVTR_ID","DVTR_Pop","Pop_Source","DVTR_Tot_Vol","Units"
"219","Phnom Penh Water Supply Authority",1221,1350000,"http://www.ppwsa.com.kh/en/index.php?page=cleanwaterforall",300,"MLD"
"220","Société Nationale de Distribution d'Eau (SNDE)",1222,139000,"http://www.tresor.economie.gouv.fr/File/330358",132,"MLD (low conf.)"
"221","Macao Water",1223,187000,"http://www.macaowater.com/images/ar/annualreport2012_eng.pdf",258,"MLD"
"222","ZZ Water",1224,NA,NA,1767,"MLD"
"223","Harbin Water Supply and Drainage Group",1225,NA,"http://www.hrbgpsgroup.com/info_Show.asp?ArticleID=1",1530,"MLD"
"224","Anchorage Water and Wastewater Utility",1226,225744,"Padowski",NA,NA
"225","Birmingham Water Works & Sewer Board",1227,663615,"Padowski",378,"MLD"
"226","Huntsville Utilities Water Department",1228,213253,"Padowski",NA,NA
"227","Mobile Area Water & Sewer System",1229,317605,"Padowski",151,"MLD"
"228","Montgomery Water Works & Sanitary Sewer Board",1230,196892,"Padowski",NA,NA
"229","Tuscaloosa Water Works and Sewer Department",1231,116888,"Padowski",104,"MLD"
"230","Central Arkansas Water",1232,360331,"Padowski",NA,NA
"231","City of Fort Smith Utility Dept.",1233,106470,"Padowski",NA,NA
"232","Tucson Water",1234,720425,"Padowski",384,"MLD"
"233","Antioch Water Distribution Division of Public Works",1235,217591,"Padowski",NA,NA
"234","Bakersfield-California Water Service",1236,396125,"Padowski",240,"MLD"
"235","Concord-Contra Costa Water District",1237,552624,"Padowski",NA,NA
"236","City of Fairfield-Water Division",1238,112446,"Padowski",60,"MLD"
"237","City of Fresno- Water Division",1239,554923,"Padowski",NA,NA
"238","City of Hemet- Water Department",1240,117200,"Padowski",NA,NA
"239","City of Merced Water System Division",1241,110483,"Padowski",79,"MLD"
"240","Santa Margarita Water District",1242,533015,"Padowski",NA,NA
"241","City of Modesto Water Services Division",1243,310945,"Padowski",218,"MLD"
"242","City of Oxnard Public Works Department",1244,337591,"Padowski",90,"MLD"
"243","City of Redding Water Utility",1245,105267,"Padowski",78,"MLD"
"244","City of Sacramento Department of Utilities, Sacramento Suburban Water District",1246,1393498,"Padowski",366,"MLD"
"245","Salinas-California Water",1247,179173,"Padowski",NA,NA
"246","City of Santa Barbara Water and Sewer Division",1248,196263,"Padowski",45,"MLD"
"247","Santa Clarita Water Division",1249,170481,"Padowski",NA,NA
"248","City of Santa Cruz Water Division",1250,157348,"Padowski",NA,NA
"249","City of Santa Maria Department of Utilities",1251,120297,"Padowski",NA,NA
"250","City of Santa Rosa Water Utility",1252,285408,"Padowski",65,"MLD"
"251","Simi Valley Water System",1253,112345,"Padowski",NA,NA
"252","City of Stockton Water Department",1254,313392,"Padowski",113,"MLD"
"253","Thousand Oaks Public Works Department, Thousand Oaks- California American Water, Thousand Oaks- California Water Service",1255,210990,"Padowski",NA,NA
"254","City of Vallejo Water System",1256,158967,"Padowski",82,"MLD"
"255","Visalia-California Water Service",1257,120044,"Padowski",NA,NA
"256","City of Boulder's Utilities Division",1258,112299,"Padowski",208,"MLD"
"257","Colorado Springs Utility",1259,466122,"Padowski",338,"MLD"
"258","Fort Collins Utilities",1260,206633,"Padowski",88,"MLD"
"259","Pueblo Board of Water Works",1261,123351,"Padowski",259,"MLD"
"260","The Metropolitan District",1262,851535,"Padowski",NA,NA
"261","South Central Connecticut Regional Water Authority",1263,531314,"Padowski",182,"MLD"
"262","Waterbury Water Department",1264,189026,"Padowski",NA,NA
"263","Danbury Water Division",1265,154455,"Padowski",NA,NA
"264","Brooksville, FL",1266,102193,"Padowski",187,"MLD"
"265","City of Cape Coral Utilities Division",1267,329757,"Padowski",NA,NA
"266","Deltona Water",1268,147713,"Padowski",NA,NA
"267","City of Fort Walton Beach Utilities Department",1269,152741,"Padowski",NA,NA
"268","Gainesville Regional Utilities",1270,159508,"Padowski",NA,NA
"269","Toho Water Authority",1271,186667,"Padowski",NA,NA
"270","City of Lakeland Water Utilities",1272,199487,"Padowski",87,"MLD"
"271","City of Ocala Water and Sewer Department",1273,106542,"Padowski",NA,NA
"272","Orlando Utilities Commission",1274,1157431,"Padowski",262,"MLD"
"273","Bay County Utility Services",1275,132419,"Padowski",NA,NA
"274","City of Port St. Lucie Utility Systems Department",1276,270774,"Padowski",NA,NA
"275","City of Tallahassee Water Utility",1277,204260,"Padowski",279,"MLD"
"276","City of Winter Haven Water Utility",1278,153924,"Padowski",NA,NA
"277","Emerald Coast Utilities",1279,323783,"Padowski",NA,NA
"278","Athens-Clarke County Public Utilities Department",1280,106482,"Padowski",NA,NA
"279","Macon Water Authority",1281,135170,"Padowski",227,"MLD"
"280","City of Savannah Water Supply and Treatment Department",1282,208886,"Padowski",NA,NA
"281","Augusta-Richmond Utilities Department",1283,335630,"Padowski",161,"MLD"
"282","Cedar Rapids Water Department",1284,155334,"Padowski",144,"MLD"
"283","Des Moines Water Works",1285,370505,"Padowski",511,"MLD"
"284","Waterloo Water Works",1286,108298,"Padowski",NA,NA
"285","Iowa American Water-Davenport",1287,270626,"Padowski",NA,NA
"286","Sioux City Water Services",1288,106119,"Padowski",52,"MLD"
"287","Idaho United Water-Boise",1289,272625,"Padowski",NA,NA
"288","Champaign- American Water",1290,123938,"Padowski",NA,NA
"289","Peoria-American Water",1291,247172,"Padowski",NA,NA
"290","Rockford Water Division",1292,270414,"Padowski",NA,NA
"291","City Water, Light & Power",1293,153516,"Padowski",83,"MLD"
"292","City of Fort Wayne Utilities",1294,287759,"Padowski",NA,NA
"293","City of Lafayette Water Works",1295,125738,"Padowski",NA,NA
"294","City of Evansville Water Department",1296,211989,"Padowski",87,"MLD"
"295","City of Elkhart Public Works and Utilities Department",1297,131226,"Padowski",NA,NA
"296","South Bend Water Works",1298,276498,"Padowski",59,"MLD"
"297","City of Topeka Public Works",1299,142411,"Padowski",80,"MLD"
"298","City of Wichita Water and Sewer Department",1300,422301,"Padowski",135,"MLD"
"299","Lexington-Fayetteville American Water",1301,250994,"Padowski",NA,NA
"300","Louisville Water Company",1302,863582,"Padowski",372,"MLD"
"301","Baton Rouge Water Company",1303,479019,"Padowski",NA,NA
"302","Consolidated Waterworks District No. 1",1304,125929,"Padowski",NA,NA
"303","Lafayette Utilities System",1305,178079,"Padowski",87,"MLD"
"304","City of Lake Charles Water Division",1306,132977,"Padowski",NA,NA
"305","City of Monroe Department of Public Works Wawter Treatment Division",1307,113818,"Padowski",NA,NA
"306","Sewerage and Water Board of New Orleans",1308,1009283,"Padowski",NA,NA
"307","City of Shreveport Water Division",1309,275213,"Padowski",140,"MLD"
"308","Barnstable Town, MA",1310,243667,"Padowski",NA,NA
"309","New Bedford Department of Public Infrastructure- Water Division",1311,146730,"Padowski",170,"MLD"
"310","Springfield Water and Sewer Commission",1312,573610,"Padowski",NA,NA
"311","City of Worcester Water / Sewer Operations",1313,429882,"Padowski",91,"MLD"
"312","City of Fredrick Water and Sewer Department",1314,119144,"Padowski",NA,NA
"313","City of Hagerstown Water Department",1315,120326,"Padowski",NA,NA
"314","Ann Arbor Public Services",1316,283904,"Padowski",NA,NA
"315","City of Flint Department of Utilities",1317,365096,"Padowski",75,"MLD"
"316","Grand Rapids Water System",1318,539080,"Padowski",138,"MLD"
"317","Kalamazoo Public Water Supply System",1319,187961,"Padowski",76,"MLD"
"318","Lansing Board of Water & Light",1320,300032,"Padowski",71,"MLD"
"319","City of Muskegon Department of Public Works",1321,154729,"Padowski",NA,NA
"320","City of Saginaw Water Treatment Division",1322,140985,"Padowski",73,"MLD"
"321","Duluth Department of Public Works",1323,118265,"Padowski",50,"MLD"
"322","City Utilities",1324,215004,"Padowski",95,"MLD"
"323","Kansas City Missouri Water Services Department",1325,1361744,"Padowski",387,"MLD"
"324","City of Jackson Public Works Department Water & Sewer Division",1326,292637,"Padowski",NA,NA
"325","City of Billings Water Production Division",1327,100317,"Padowski",87,"MLD"
"326","City of Asheville Water Resources Department",1328,221570,"Padowski",NA,NA
"327","City of Concord Department of Water Resources",1329,115057,"Padowski",NA,NA
"328","City of Durham Water Supply and Treatment Division",1330,287796,"Padowski",NA,NA
"329","City of Fayetteville Public Works Commission",1331,276368,"Padowski",101,"MLD"
"330","City of Gastonia Public Works",1332,141407,"Padowski",NA,NA
"331","Greensboro Water Resources",1333,267884,"Padowski",110,"MLD"
"332","Hickory Public Utilities",1334,187808,"Padowski",NA,NA
"333","City of High Point Public Services Department",1335,132844,"Padowski",42,"MLD"
"334","City of Raleigh Public Utilities",1336,541527,"Padowski",254,"MLD"
"335","Cape Fear Public Utility Authority",1337,161149,"Padowski",NA,NA
"336","Winston-Salem/Forsyth County Utility Commission",1338,299290,"Padowski",139,"MLD"
"337","City of Fargo Water Department",1339,142477,"Padowski",42,"MLD"
"338","City of Lincoln Public Works",1340,226582,"Padowski",118,"MLD"
"339","Metropolitan Utility District of Omaha",1341,626623,"Padowski",341,"MLD"
"340","Manchester Water Works",1342,143549,"Padowski",64,"MLD"
"341","Pennichuck Water Works",1343,197155,"Padowski",NA,NA
"342","Atlantic City Municipal Utilities Authority",1344,227180,"Padowski",NA,NA
"343","Trenton Water Works",1345,268472,"Padowski",128,"MLD"
"344","Albuquerque Bernalillo County Water Utility Authority",1346,598191,"Padowski",342,"MLD"
"345","City of Las Cruces Department of Water Resources",1347,104186,"Padowski",74,"MLD"
"346","Truckee Meadows Water Authority",1348,303689,"Padowski",NA,NA
"347","City of Albany Department of Water and Water Supply",1349,558947,"Padowski",85,"MLD"
"348","Buffalo Water Authority",1350,976703,"Padowski",NA,NA
"349","City of Rochester Water Service",1351,694396,"Padowski",132,"MLD"
"350","City of Syracuse Water Department",1352,402267,"Padowski",136,"MLD"
"351","Mohawk  Valley Water Authority",1353,113409,"Padowski",NA,NA
"352","Binghamton Water Bureau",1354,158884,"Padowski",23,"MLD"
"353","City of Akron Water Supply Division",1355,570215,"Padowski",132,"MLD"
"354","Canton Water Department",1356,266595,"Padowski",91,"MLD"
"355","City of Dayton Divison of Water",1357,703444,"Padowski",NA,NA
"356","Greater Cincinnati Water Works",1358,1503262,"Padowski",503,"MLD"
"357","City of Toledo Water Division",1359,503008,"Padowski",303,"MLD"
"358","City of Youngstown Water Department",1360,417437,"Padowski",68,"MLD"
"359","Oklahoma City Utilities",1361,747003,"Padowski",416,"MLD"
"360","Tulsa Water",1362,558329,"Padowski",437,"MLD"
"361","Eugene Water and Electric Board",1363,224049,"Padowski",222,"MLD"
"362","Medford Water Commission",1364,128780,"Padowski",NA,NA
"363","City of Salem Department of Public Works",1365,207229,"Padowski",95,"MLD"
"364","Erie Water Works",1366,194804,"Padowski",NA,NA
"365","Harrisburg-United Water Pennsylvania",1367,362782,"Padowski",NA,NA
"366","Lancaster Water Bureau",1368,323554,"Padowski",NA,NA
"367","Pittsburgh Water and Sewer Authority",1369,1753136,"Padowski",265,"MLD"
"368","Reading Area Water Authority",1370,240264,"Padowski",44,"MLD"
"369","Scranton- Pennsylvania American Water",1371,385237,"Padowski",147,"MLD"
"370","York Water Company",1372,192903,"Padowski",76,"MLD"
"371","Providence Water",1373,1174548,"Padowski",254,"MLD"
"372","City of Columbia Water Department",1374,420537,"Padowski",NA,NA
"373","Greenville Water system",1375,302194,"Padowski",NA,NA
"374","City of Myrtle Beach Water Department",1376,122984,"Padowski",NA,NA
"375","Spartanburg Water",1377,145058,"Padowski",NA,NA
"376","Sioux Falls Department of Public Works",1378,124269,"Padowski",85,"MLD"
"377","Johnson City Water & Sewer Services Department",1379,102456,"Padowski",NA,NA
"378","Knoxville Utility Board",1380,419830,"Padowski",129,"MLD"
"379","Murfreesboro Water and Sewer Division",1381,135855,"Padowski",NA,NA
"380","Metro Water Services",1382,749935,"Padowski",NA,NA
"381","Chattanooga-Tennessee American Water",1383,343509,"Padowski",NA,NA
"382","Clarksville Gas & Water",1384,121775,"Padowski",NA,NA
"383","Memphis Light, Gas and Water Division",1385,972091,"Padowski",386,"MLD"
"384","City of Abilene Water Utilities Department",1386,107041,"Padowski",183,"MLD"
"385","City of Amarillo Utilities Division",1387,179312,"Padowski",170,"MLD"
"386","City of Beaumont Water Department",1388,139304,"Padowski",216,"MLD"
"387","Brownsville Public Utility Board",1389,165776,"Padowski",NA,NA
"388","City of Corpus Christi Water Department",1390,293925,"Padowski",303,"MLD"
"389","Harlingen Water Works System",1391,110770,"Padowski",NA,NA
"390","City of Kileen Water Department",1392,167976,"Padowski",NA,NA
"391","Laredo Utilities Department",1393,175586,"Padowski",NA,NA
"392","City of Lubbock Water Department",1394,202225,"Padowski",137,"MLD"
"393","McAllen Public Utility",1395,523144,"Padowski",NA,NA
"394","City of Odessa Water Department",1396,111395,"Padowski",72,"MLD"
"395","City of Port Arthur Utilities Operations Department",1397,114656,"Padowski",NA,NA
"396","Tyler Water Utilities",1398,101494,"Padowski",310,"MLD"
"397","City of Waco Water Utility Services",1399,153198,"Padowski",NA,NA
"398","El Paso Water Utility",1400,674801,"Padowski",388,"MLD"
"399","Salt Lake City Public Utilities Department, Salt Lake City, UT",1401,887650,"Padowski",329,"MLD"
"400","Richmond Department of Public Utilities",1402,818836,"Padowski",500,"MLD"
"401","Western Virginia Water Authority",1403,197442,"Padowski",NA,NA
"402","Virginia Beach Water",1404,1394439,"Padowski",NA,NA
"403","City of Burlington Water Department",1405,105365,"Padowski",NA,NA
"404","City of Bremerton Water Department",1406,178369,"Padowski",30,"MLD"
"405","City of Marysville Water Utility",1407,114372,"Padowski",15,"MLD"
"406","City of Yakima Water Utility",1408,112816,"Padowski",NA,NA
"407","Spokane Water",1409,334858,"Padowski",218,"MLD"
"408","Appleton Water Utility",1410,187683,"Padowski",NA,NA
"409","Green Bay Water Utility",1411,187316,"Padowski",69,"MLD"
"410","Kenosha Water Utility",1412,110942,"Padowski",NA,NA
"411","Madison Water Utility",1413,329533,"Padowski",NA,NA
"412","Milwaukee Water Works",1414,1308913,"Padowski",341,"MLD"
"413","City of Racine Water Department",1415,129545,"Padowski",NA,NA
"414","Charleston- West Virginia American Water",1416,182991,"Padowski",NA,NA
"415","Huntington- West Virginia American Water",1417,177550,"Padowski",NA,NA
"416","Chongqing Water Group",1418,NA,NA,4240,"MLD"
"417","Xi'an Water Group Company., Ltd.",1419,NA,"http://www.xashuiwu.com/html/jtjs.html",900,"MLD"
"418","Dalian Water Affairs Bureau",1420,NA,NA,1580,"MLD"
"419","Kunming CGE Water Supply Co. Ltd.",1421,2100000,"http://www.kmwater.cn/kmwater/CompanyDescription.jsp?id=2",1300,"MLD"
"420","EMCALI",1422,2200000,"http://www.emcali.com.co/web/water_service/portafolio",1027,"MLD (production capacity, not consumption)"
"421","Triple A S.A. E.S.P.",1423,NA,NA,NA,NA
"422","Empresa Pública Metropolitana de Agua Potable y Saneamiento",1424,NA,NA,668,"MLD"
"423","Sistema de Agua Potable y Alcantarillado de León",1425,1550000,"http://www.sapal.gob.mx/transparencia/?id=distribucion",222,"MLD"
"424","Water Corporation of Oyo State",1426,1656000,"http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/ADB-BD-IF-2005-142-EN-NIGERIA-PCR-IBADAN-WATER-SUPPLY-II-PROJECT.PDF",123,"MLD"
"425","La Cameroon Water Utilities Corporation (CAMWATER)",1427,NA,NA,100,"MLD (for Yaoundé)"
"426","Empresa de Servicios Sanitarios del Bio-Bío (ESSBIO)",1428,630000,"http://www.essbio.cl/link.exe/NuestraEmpresa/458",592,"MLD (all cities)"
"427","Mombasa Water and Sewerage Company",1429,NA,NA,NA,NA
"428","Plateau State Water Board",1430,1200000,"http://www.worldwaterweek.org/documents/WWW_PDF/2009/monday/K21/Dharmaraj_-_Finding_at_Energy_Audit_Services_in_Water_Utilities_in_Sub-Saharan.pdf",108,"MLD"
"429","Balochistan Water and Sanitation Authority",1431,NA,NA,1452,"MLD"
"430","Rajshahi City Corporation",1432,577500,"http://www.erajshahi.gov.bd/app/municipal_function/municipal_function.php?cmd=funcdetails&section_departmen_id=71",591,"MLD"
"431","DESO Companhia de Saneamento de Sergipe",1433,NA,NA,NA,NA
"432","Taipei Water Department",1434,3800000,"http://english.twd.gov.tw/ct.asp?xItem=994214&CtNode=23969&mp=114012",2500,"MLD"
"433","Guangzhou Water Supplies Bureau",1435,NA,NA,4225,"MLD"
"434","Wuhan Water Utility Corporation",1436,NA,NA,3100,"MLD"
"435","Tianjin Tap Water Corporation",1437,NA,NA,6327,"MLD"
"436","Beijing Enterprises Water Group Limited",1438,NA,NA,895,"MLD"
"437","Dongguan Dongjiang ShuiWu Co.,Ltd.",1439,NA,NA,5053,"MLD"
"438","Chengdu Municipal Waterworks Co. Ltd",1440,NA,NA,1707,"MLD"
"439","Nanjing Tap Water Corporation",1441,NA,NA,3400,"MLD"
"440","Qingdao Hairun Tap Water Corporation",1442,NA,NA,2621,"MLD"
"441","Changchun Water Group Co. Ltd",1443,NA,NA,6496,"MLD"
"442","Águas e Esgotos do Piauí S.A.",1444,756000,"(for Teresina only) http://www.agespisa.com.br/municipios.php",NA,NA
"443","Companhia Catarinense de Águas e Saneamento (CASAN)",1445,2480000,"http://www.casan.com.br/ckfinder/userfiles/files/Relat%C3%B3rio%20Anual%20Casan%202012.pdf#1521",461,"MLD"
"444","Hidrocentro",1446,NA,NA,552,"MLD (for state of Aragua, which surrounds Maracay)"
"445","INSTITUTO DE ACUEDUCTOS Y ALCANTARILLADOS NACIONALES",1447,1411820,"http://www.idaan.gob.pa/transparencia/Boletin%202011.pdf",725,"MLD (metro area)"
"446","Federal Capital Territory Water Board",1448,3200000,"http://www.nse.org.ng/pic_uploaded/resources/2012-October-lecture.pdf",NA,NA
"447","Office Nationale de l’Eau Potable (ONEP) d’Agadir",1449,NA,NA,157,"MLD"
"448","PDAM Tirta Kencana",1450,666000,"http://pdamkotasamarinda.co.id/profil-teknik.html",144,"MLD"
"449","Aguas Cordobesas",1451,457000,"http://www.aguascordobesas.com.ar/Media/Default/empresa-sustentable/Reportes-de-sustentabilidad/ReporteSustentabilidad2010.pdf",436,"MLD"
"450","MUP Water Yekaterinburg",1452,NA,NA,550,"MLD"
"451","Unknown Municipal Water Department - Mosul",1453,1700000,"http://en.wikipedia.org/wiki/Mosul_Dam",NA,NA
"452"," Shiraz Water and Wastewater Company",1454,1400000,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/25/000333037_20100625012909/Rendered/PDF/ICR14410P071191C0disclosed061231101.pdf",300,"MLD (approx based on growth from 2004)"
"453","Ghana Water Supply Company - Kumasi",1455,NA,"see 1121",122,"MLD"
"454","Aquarion",1456,NA,NA,NA,NA
"455","Portland ME WD",1457,NA,NA,NA,NA
"456","Private water providers",1458,NA,NA,NA,NA
"457","Manaus Ambiental",1459,1700000,"http://atlas.ana.gov.br/Atlas/forms/analise/Geral.aspx?est=29#",650,"MLD"
"458","La empresa Aguas Santafesinas (ASSA)",1460,2021541,"http://portal.aguassantafesinas.com.ar/page.aspx?1,principal,ciudades-que-abarca,O,es,0,",961,"MLD (summer)"
"459","SAGUAPAC",1461,1065310,"http://www.saguapac.com.bo/aplicacion/vista/sistema-agua-potable.html",164,"MLD"
"460","Acueducto Metropolitano de Bucaramanga SAESP",1462,225016,"http://amb.com.co/DocumentoInfo/Indicadores_para_control_social.pdf",153,"MLD (rough average)"
"461","SANEPAR",1463,10200000,"http://site.sanepar.com.br/investidores/perfil-da-companhia",1516,"MLD (all cities)"
"462","SANASA",1464,1145000,"http://www.sanasa.com.br/document/noticias/1581.pdf",271,"MLD"
"463","SANEAGO",1465,NA,NA,NA,NA
"464","COSANPA",1466,NA,NA,552,"MLD"
"465","CESAN",1467,2260520,"http://www.cesan.com.br/wp-content/uploads/2013/03/relatorio_anual_e_de_sustentabilidade_2011_cesan.pdf",673,"MLD"
"466","CAEMA",1468,NA,NA,204,"MLD"
"467","CAERN",1469,NA,NA,NA,NA
"468","CASAL",1470,NA,NA,NA,NA
"469","CAGEPA",1471,196921,"water connections (not population) for the city of João Pessoa http://www.cagepa.pb.gov.br/portal/?page_id=529",NA,NA
"470","Hidrolago",1472,NA,NA,NA,NA
"471","Hidrocaribe",1473,NA,NA,NA,NA
"472","Hidrobolivar",1474,NA,NA,NA,NA
"473","Empresa Municipal de Agua (Empagua)",1475,2500000,"http://mu.muniguate.com/index.php/component/content/article/40-empagua/50-aguapotable",329,"MLD"
"474","ESVAL",1476,1480834,"http://portal.esval.cl/wp-content/uploads/2011/04/reporte_esval_ingles2009.pdf",442,"MLD"
"475","Aguas de Cartagena S.A E.S.P.",1477,225815,"http://www.acuacar.com/Acuacar.aspx",216,"MLD"
"476","Aguas Kpital Cúcuta SAESP",1478,156343,"http://www.akc.com.co/page/index.php?option=com_content&view=article&id=50&Itemid=66",212,"MLD"
"477","Administración Nacional de Acueductos y Alcantarillados (ANDA)",1479,6216143,"http://www.anda.gob.sv/index.php?option=com_phocadownload&view=category&id=8:&Itemid=115",273,"MLD (San Salvaodr dept.)"
"478","Junta Municipal de Agua y Saneamiento de Cd. Juárez",1480,NA,NA,427,"MLD"
"479","Junta de Agua Potable y Alcantarillado de Yucatán (JAPAY)",1481,NA,NA,NA,NA
"480","Sistema Operador de los Servicios de Agua Potable y Alcantarillado del Municipio de Puebla (SOAPAP)",1482,NA,NA,NA,NA
"481","Comision de Aguas Queretaro (CEA)",1483,NA,NA,NA,NA
"482","Interapas",1484,287000,"http://www.siagua.org/sites/default/files/documentos/documentos/san_luis_potosi.pdf",274,"MLD"
"483","COMISIÓN ESTATAL DE SERVICIOS PÚBLICOS DE TIJUANA (CESPT)",1485,NA,NA,287,"MLD"
"484","Organismo Agua y Saneamiento de Toluca (AYST)",1486,878916,"http://www.ipomex.org.mx/ipo/portal/toluca/estadisticas/2014/0/5.web",NA,NA
"485","Sistema Municipal de Aguas y Saneamiento (SIMAS)",1487,NA,NA,172,"MLD"
"486","Aguas Mendocinas",1488,340000,"http://www.aysam.com.ar/notas/ver/proceso-de-potabilizacion",NA,NA
"487","HIDROLARA",1489,1118517,"http://www.monografias.com/trabajos91/hidrologicas-de-venezuela/hidrologicas-de-venezuela2.shtml",NA,NA
"488","Metropolitana Milanese SPA",1490,2000000,"http://www.metropolitanamilanese.it/pub/page/en/MM/servizioidrico_integrato",630,"MLD"
"489","Metro Vancouver",1491,2329575,"http://www.metrovancouver.org/about/publications/Publications/2012_Water_Consumption_Statistics_Report.pdf",1080,"MLD"
"490","Gruppo Veritas",1492,283000,"http://www.gruppoveritas.it/servizio-idrico-integrato/venezia-e-mogliano.html",170,"MLD"
"491","Evides",1493,2500000,"http://www.evides.nl/paginas/english.aspx",657,"MLD"
"492","Industrielle Werke Basel (IWB)",1494,200000,"http://www.iwb.ch/de/privatkunden/wasser/trinkwasser-versorgung/trinkwasser-produktion/",71,"MLD"
"493","Stadtwerke Heidelberg",1495,150000,"http://www.heidelberger-stadtwerke.de/cms/Trinkwasser/Trinkwasser_in_Heidelberg/Trinkwasser_in_Heidelberg.html",29,"MLD"
"494","Yokohama Waterworks Bureau",1496,3693733,"http://www.city.yokohama.lg.jp/suidou/kyoku/torikumi/kankyo-hozen/pdf/h25kankyo-hokoku.pdf",1165,"MLD"
"495","Changwon Waterworks",1497,1063000,"http://sangsudo.changwon.go.kr/jsp/sub01/01_04_02.jsp",330,"MLD"
"496","Norfolk Department of Utilities",1498,NA,NA,NA,NA
"497","Bristol Water",1499,1167240,"http://www.bristolwater.co.uk/wp/wp-content/uploads/2013/05/dWRMP-report-submission-final-V1.0-20130329.pdf",265,"MLD"
"498","Christchurch City Council",1500,350000,"http://resources.ccc.govt.nz/files/WaterSupplyStrategy2009Full.pdf",145,"MLD"
"499","Scottish Water",1501,2400000,"All of Scotland; http://www.scottishwater.co.uk/about-us/publications/key-publications/scottish-water-annual-report-2012-13",1300,"MLD (all of Scotland)"
"500","eThewkwini Water & Sanitation",1502,NA,NA,NA,NA
"501","Santa Fe Water Division",1503,82500,"http://www.santafenm.gov/media/files/Public_Utilities_WATER/2012_City_of_Santa_Fe_Annual_Water_Report.pdf",34,"MLD"
