"","WTP_Name","WTP_ID","WTP_Start_Yr","WTP_End_Yr","Vol_Treated","Units","Treatment_Level","Treatment_Source","1Chlorination Only","2Raw Water Storage/Presedimententation Basin","3Predisinfection/Oxidation Prior to Sedimentation - Chlorine","4Predisinfection/Oxid Prior to Sedimentation - Chlorine Diox","5Predisinfection/Oxidation Prior to Sedimentation - Chloramines","6Predisinfection/Oxidation Prior to Sedimentation - Ozone","7Predisinfection/Oxid Prior to Sedimentation - Potassium Per","8Predisinfection/Oxidation Prior to Sedimentation - Other","10Predisinfection/Oxidation Prior to Filtration - Chlorine","11Predisinfection/Oxid Prior to Filtration - Chlorine Dioxide","12Predisinfection/Oxid Prior to Filtration - Chloramines","13Predisinfection/Oxid Prior to Filtration - Ozone","14Predisinfection/Oxid Prior to Filtration - Potassium Perman","15Predisinfection/Oxid Prior to Filtration - Other","16Rapid Mix","17Coagulation/Flocculation","18Polymers","19Settling/Sedimentation","20Softening - Lime/Soda Ash","21Softening - Recarbonation","23Filtration - Direct Filtration","24Filtration - Micro Strainer","25Filtration - Slow Sand","27Filtration - Rapid Sand","30Filtration - Dual/Multi media","32Filtration - Other (specified)","33Post-Disinfection After Filters - Chlorine","34Post-Disinfection After Filters - Chlorine Dioxide","35Post-Disinfection After Filters - Chloramines","36Post-Disinfection After Filters - Ozone","37Post-Disinfection After Filters - UV","38Post-Disinfection After Filters - Other","39Post-Disinfection After Filters - Clearwell","41Membranes - Reverse Osmosis","42Membranes - Micro Filtration","43Membranes - Ultrafiltration","45Corrosion Control","46Miscellaneous - Ion Exchange","47Miscellaneous - Granular Activated Carbon","48Miscellaneous - Activated Alumina","49Miscellaneous - Aeration","50Miscellaneous - Other (specified - 1)","51Filtration","52Miscellaneous - Other (specified - 2)","Location","Filtration_Level","Disinfection_Level","Sedimentation_Level"
"753","SPOKANE, CITY OF WTP 2",755,NA,NA,71,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"754","SPOKANE, CITY OF WTP 3",756,NA,NA,13,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"755","SPOKANE, CITY OF WTP 4",757,NA,NA,5,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"756","SPOKANE, CITY OF WTP 5",758,NA,NA,12,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"757","SPOKANE, CITY OF WTP 6",759,NA,NA,23,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"758","SPOKANE, CITY OF WTP 7",760,NA,NA,69,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"759","MILWAUKEE WATERWORKS WTP 1",761,NA,NA,295,"MLD","Tertiary","CWSS",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"760","MILWAUKEE WATERWORKS WTP 2",762,NA,NA,212,"MLD","Tertiary","CWSS",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"761","GREEN BAY WATERWORKS WTP 1",763,NA,NA,67,"MLD","Tertiary","CWSS",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"762","Rublevskaya WTP",764,2002,999,240,"MLD","Tertiary","http://www.mosvodokanal.ru/index.php?do=cat&category=invodopodgotovka",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Advanced","Simple"
"763","West WTP",765,1964,999,1700,"MLD","Tertiary","http://www.mosvodokanal.ru/index.php?do=cat&category=zapad_ct",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"Advanced","Advanced","Simple"
"764","North WTP",766,1952,999,1920,"MLD","Tertiary","http://www.mosvodokanal.ru/index.php?do=cat&category=cever_ct",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Advanced","Simple"
"765","East WTP",767,1937,999,NA,NA,"Tertiary",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Advanced","Simple"
"766","KunijiMa?purification Plant",768,NA,999,NA,NA,"Tertiary","http://www.city.osaka.lg.jp/contents/wdu030/english/b_guide/shisetsu/j_1.html",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Advanced","Simple"
"767","Niwakubo Purification Plant",769,NA,999,NA,NA,"Tertiary","http://www.city.osaka.lg.jp/contents/wdu030/english/b_guide/shisetsu/j_1.html",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Advanced","Simple"
"768","Toyono Purification Plant",770,NA,999,NA,NA,"Tertiary","http://www.city.osaka.lg.jp/contents/wdu030/english/b_guide/shisetsu/j_1.html",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Advanced","Simple"
"769","St. Cloud WTP",771,NA,999,75,"MLD",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"Advanced","Simple","Simple"
"770","L'Hay-les-Roses WTP",772,NA,999,100,"MLD",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"Advanced","Simple","Simple"
"771","Sorques WTP",773,NA,999,135,"MLD",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"Advanced","Simple","Simple"
"772","Orly WTP",774,NA,999,140,"MLD",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Advanced","Simple"
"773","Joinville WTP",775,NA,999,100,"MLD",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Advanced","Simple"
"774","Longueville WTP",776,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"Advanced","Simple","Simple"
"775","Nanzhou Water Supply Plant (NWSP)",777,2004,999,1000,"MLD","Tertiary","http://www.gzwatersupply.com/enabout/enabout/1147419420500000.html3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Advanced","None"
"776","Nishimura WTP",779,1905,999,1000,"MLD",NA,"http://www.gzwatersupply.com/jgsz/jgsz/1148021211062000.html3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"777","Shimen water plant",780,NA,999,800,"MLD","Tertiary","http://www.gzwatersupply.com/jgsz/jgsz/1148021276578000.html3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Simple","Simple","Advanced"
"778","Village water plant",781,1966,999,400,"MLD",NA,"http://www.gzwatersupply.com/jgsz/jgsz/1148021345109000.html3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"779","Xintang water plant",782,1977,999,700,"MLD",NA,"http://www.gzwatersupply.com/jgsz/jgsz/1148021399140000.html3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"780","West Island water treatment plant",783,NA,999,500,"MLD",NA,"http://www.gzwatersupply.com/jgsz/jgsz/1148021460656000.html3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"781","Stony Brook Waterworks",784,1998,999,254,"MLD",NA,"http://www.gzwatersupply.com/jgsz/jgsz/1148021503453000.html3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"782","Meilin Water Works",786,NA,999,NA,NA,NA,"http://d.wanfangdata.com.cn/periodical_jsps200309005.aspx",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Advanced","None"
"783","Donghu Water Works",787,NA,999,NA,NA,NA,"http://www.waterchina.com/en/catalog_7140.aspx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"784","Bijiashan Water Works",788,NA,999,NA,NA,NA,"http://www.waterchina.com/en/catalog_7140.aspx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"785","Dachong Water Works",789,NA,999,NA,NA,NA,"http://www.waterchina.com/en/catalog_7140.aspx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"786","Shatoujia Water Works",790,NA,999,NA,NA,NA,"http://www.waterchina.com/en/catalog_7140.aspx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"787","Guui Water Purification Plant",792,1941,999,650,"MLD",NA,"http://water.seoul.go.kr//sudohome/user/arisuswn/arisuwn_en.php?wtCenter=006&rdoGbn=waterCenter",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Advanced","Advanced"
"788","Amsa WTP",793,NA,999,1600,"MLD",NA,"http://e-arisu.seoul.go.kr/down/arisu_eng_2010.pdf",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Advanced","Advanced"
"789","Gangbuk WTP",794,NA,999,1000,"MLD",NA,"http://e-arisu.seoul.go.kr/down/arisu_eng_2010.pdf",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Advanced","Advanced"
"790","Gwangam WTP",795,NA,999,450,"MLD",NA,"http://e-arisu.seoul.go.kr/down/arisu_eng_2010.pdf",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Advanced","Advanced"
"791","Yeongdeungpo WTP",797,NA,999,300,"MLD","Tertiary","http://water.seoul.go.kr/sudohome/sudo_eng/sub/quality/clean.php",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,"Advanced","Advanced","Advanced"
"792","Ttukdo WTP",798,1908,999,750,"MLD",NA,"http://e-arisu.seoul.go.kr/down/arisu_eng_2010.pdf",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Advanced","Advanced"
"793","Pejompongan WTP 1",799,1957,999,216,"MLD","Tertiary","http://en.palyja.co.id/main-business/facilities-and-infrastructures/production-facilities-wtp-process/",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Simple","Simple","Advanced"
"794","Pejompongan WTP 2",800,1965,999,216,"MLD","Tertiary","http://en.palyja.co.id/__wysiwyg/filemanager/files/Publication/PALYJA%20Annual%20Report%202011%20-%20web.pdf",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Simple","Simple","Advanced"
"795","Cilandak WTP",801,NA,999,31,"MLD","Tertiary","http://en.palyja.co.id/main-business/facilities-and-infrastructures/production-facilities-wtp-process/",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Simple","Simple","Advanced"
"796","Taman Kota WTP",802,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"797","Serpong WTP",803,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"798","Buaran I WTP",804,NA,999,216,"MLD",NA,"http://www.aetra.co.id/index.php/id_id/infrastruktur/page?id=instalasi-pengolahan-air",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","Advanced"
"799","Buaran II WTP",805,NA,999,216,"MLD",NA,"http://www.aetra.co.id/index.php/id_id/infrastruktur/page?id=instalasi-pengolahan-air",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","Advanced"
"800","Pulo Gadung  WTP",806,1982,999,345,"MLD",NA,"http://www.aetra.co.id/index.php/id_id/infrastruktur/page?id=instalasi-pengolahan-air",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","Advanced"
"801","Hong Kong WTP 1",807,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"802","Hong Kong WTP 2",808,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"803","Hong Kong WTP 3",809,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"804","Hong Kong WTP 4",810,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"805","Hong Kong WTP 5",811,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"806","Hong Kong WTP 6",812,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"807","Hong Kong WTP 7",813,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"808","Hong Kong WTP 8",814,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"809","Hong Kong WTP 9",815,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"810","Hong Kong WTP 10",816,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"811","Hong Kong WTP 11",817,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"812","Hong Kong WTP 12",818,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"813","Hong Kong WTP 13",819,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"814","Hong Kong WTP 14",820,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"815","Hong Kong WTP 15",821,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"816","Hong Kong WTP 16",822,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"817","Hong Kong WTP 17",823,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"818","Hong Kong WTP 18",824,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"819","Hong Kong WTP 19",825,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"820","Hong Kong WTP 20",826,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"821","Hong Kong WTP 21",827,NA,999,NA,NA,NA,"http://www.wsd.gov.hk/en/water_resources/water_treatment_and_distribution_process/water_treatment_process/index.html",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"822","Planta Wiesner",828,1975,999,907,"MLD","Tertiary","http://www.acueducto.com.co/wps/html/swf/agua_potable/AGUA_POTABLE.html",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"823","Yomasa WTP",829,2003,999,2,"MLD","Tertiary","http://www.acueducto.com.co/wps/html/swf/agua_potable/AGUA_POTABLE.html",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"824","El Dorado WTP",830,2001,999,138,"MLD","Tertiary","http://www.acueducto.com.co/wps/html/swf/agua_potable/AGUA_POTABLE.html",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Simple","Simple","Advanced"
"825","Vitelma WTP",831,1938,999,104,"MLD","Tertiary","http://www.acueducto.com.co/wps/html/swf/agua_potable/AGUA_POTABLE.html",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Simple","Simple","Advanced"
"826","Tibitoc WTP",832,1959,999,898,"MLD","Tertiary","http://www.acueducto.com.co/wps/html/swf/agua_potable/AGUA_POTABLE.html",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Simple","Simple","Advanced"
"827","Planta la Laguna",833,1985,999,39,"MLD","Tertiary","http://www.acueducto.com.co/wps/html/swf/agua_potable/AGUA_POTABLE.html",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Simple","Simple","Advanced"
"828","El Complejo Las Vizcachas",834,NA,999,634,"MLD","Tertiary","https://www.aguasandinas.cl/opensite_20111207121567.aspx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Simple","Simple","Advanced"
"829","Vizcachitas WTP",835,NA,999,634,"MLD","Tertiary","https://www.aguasandinas.cl/opensite_20111207121567.aspx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Simple","Simple","Advanced"
